,0
6962,"McQuaid, Krug lead Bruins past Devils"
6963,Wilson scores 100th goal as Avs fend off Sabres
6964,Tkachuk scores twice as Flames overtake Isles
6965,"Vancouver’s explosive first period buries Stars, 6-0"
6966,Vesey's late goal leads Rangers past Jets
6967,Tatar's OT goal lifts Red Wings over Capitals
6968,Crosby scores 400th goal in Penguins victory
6969,"Sharks blow 3-0 lead, recover to beat Oilers"
6970,"McGinn leads Hurricanes past Avs, 3-1"
6971,Marner gets 5 points as Leafs paste Senators
6972,Mattis defends Mexico border deployment in first troop visit
6973,U.S. lawmaker says Facebook cannot be trusted to regulate itself
6974,"As Congress taps leaders, House's McCarthy fends off rival"
6975,Dubnyk perfect as Wild blank Blackhawks
6976,Vasilevskiy has 44 saves as Lightning edge Kings
6977,Patrick scores in shootout to lead Flyers past Coyotes
6978,"Predators outlast Canadiens in shootout, 3-2"
6979,Blue Jackets' second-period binge proves too much for Devils
6980,Sabres upset Bruins to end Rask's points streak
6981,Gibson's return lifts Ducks past Oilers
6982,Seguin’s shootout goal lifts Stars past Penguins
6983,Three-goal first helps Hurricanes cruise by Canucks
6984,Blues gain on Jets in standings with 5-2 win
6985,Top Senate Democrat: Trump should stay out of government funding
6986,Trump to decide on Homeland Security chief 'shortly': report
6987,U.S. senators introduce bill to rein-in proxy advisers
6988,Three-goal first helps Hurricanes cruise by Canucks
6989,Blues gain on Jets in standings with 5-2 win
6990,Nelson caps wild Isles comeback with OT winner vs. Red Wings
6991,"Eller, Kuznetsov help Capitals defeat Blue Jackets"
6992,Quick lifts Kings past Panthers
6993,Zibanejad's late tally leads Rangers past Flames
6994,Knights come from behind to beat Sharks
6995,Seguin's two goals push Stars past Blackhawks
6996,Hoffman's OT goal pulls Senators past Predators
6997,"After early fight, Schenn steers Blues past Avalanche"
6998,Associate of Trump ally expects Mueller contact soon on plea deal
6999,U.S. top court to review Virginia voting districts in race case
7000,"Trump to fire Homeland Security boss, replace chief of staff: source"
7001,Konecny scores twice as Flyers top Canadiens
7002,Reinhart's late goal pushes Sabres past Islanders
7003,Monahan's two tallies lead Flames past Devils
7004,Kings pull away from Oilers in third period
7005,Maple Leafs edge Predators in seven-round shootout
7006,Bergeron scores twice as Bruins crush Rangers
7007,Flames cap season sweep of Blackhawks
7008,Bernier has 38 saves as Avalanche top Sharks
7009,Jets edge Coyotes to grab first place in Central
7010,"Wild score six on 20 shots, rout Blues"
7011,Factbox: Was Trump's appointment of Whitaker lawful?
7012,"Trump expected to remove DHS head, may replace chief of staff: source"
7013,Mattis to travel to Mexico border on Wednesday
7014,Jets edge Coyotes to grab first place in Central
7015,"Wild score six on 20 shots, rout Blues"
7016,Weal's late-OT goal lifts Flyers past Hurricanes
7017,Senators ride hot start to win vs. Devils
7018,Bruins edge Wings for eighth win in nine
7019,"Penguins score five straight against Fleury, beat Vegas"
7020,Sateri stays hot as Panthers top Canucks
7021,Henrique scores in OT as Ducks beat Sabres
7022,Backstrom's 200th career goal leads Caps past Blue Jackets
7023,Hanzal's power-play goal lifts Stars past Rangers
7024,Maryland to seek court ruling over Trump's attorney general pick: NYT
7025,Trump could soon fire Homeland Security Secretary Nielsen: Washington Post
7026,U.S. top court rejects Trump administration bid to halt climate trial
7027,McDavid's 4-goal game carries Oilers past Lightning
7028,Leafs post high-scoring win over Ducks
7029,Predators earn wild OT win over Islanders
7030,"Burns stays hot, leads Sharks past Canes, 3-1"
7031,Tuch’s goal lifts Golden Knights over Capitals
7032,Lehkonen scores twice in Canadiens victory
7033,"Kings clobber Coyotes, 6-0"
7034,Flames rally for OT win over Blackhawks
7035,Lightning double up Canucks
7036,Fiala nets two goals as Predators beat Rangers
7037,Florida Republican Scott asks that ballots be guarded in Senate race recount
7038,"Democrats to probe Trump actions on AT&T, Amazon: aide"
7039,Democrats urge acting attorney general to step aside from Russia probe
7040,Seguin leads Stars to rout of Wild
7041,Rask runs personal points streak to 20 as Bruins top Leafs
7042,Panthers score in final seconds to edge Wings
7043,Gunnarsson's goal gives Blues 1-0 win over Sabres
7044,Zajac scores twice as Devils dump Penguins
7045,Halak stops 46 shots as Islanders edge Blue Jackets
7046,Hellebuyck sets personal mark for shutouts as Jets blank Avs
7047,Hoffman shootout goal lifts Ottawa to win
7048,Early goals carry Canadiens past Ducks 5-2
7049,Staal scores twice as Wild drub Knights
7050,U.S. rights groups seek to block Trump asylum order
7051,"Trump jabs back at 'Mr. Kellyanne Conway,' an unusual critic"
7052,Republican senator calls for vote on bill to bar Trump from firing special counsel
7053,Helm powers Red Wings over Hurricanes
7054,Penguins heat up late in 7-4 win over Capitals
7055,Sharks snap skid with win over Blue Jackets
7056,Knights top Jets in OT to set expansion-wins record
7057,"Hischier, Devils send Flyers to third straight loss"
7058,Five unanswered goals lift Lightning past Flames
7059,"Panthers jump on Sabres early, hold on for 4-2 win"
7060,Bruins keep rolling with 3-1 win over Blues
7061,Full-strength Predators blow out Kings
7062,Gaunce scores twice as Canucks beat Blackhawks
7063,Whitaker’s friendship with Trump aide reignites recusal debate
7064,"Recounts, runoffs loom over high-profile elections in Florida, Georgia"
7065,Democrats seek hearings on Trump's ouster of Sessions
7066,Hurricanes' Ward stops 27 shots in shutout of Montreal
7067,Senators' Karlsson scores OT game-winner vs. Ducks
7068,Holl helps haul Leafs past Rangers
7069,"Stephenson, Capitals rally to top Flyers"
7070,Red Wings slip past Sharks in shootout
7071,Leafs total 50 shots in 5-0 rout of Islanders
7072,"Avs lose at Vancouver, lose MacKinnon to injury"
7073,Knights rally to earn expansion-record-tying 33rd win
7074,LaDue's first NHL goal helps Kings top Stars
7075,Hutchinson shows no rust as Jets top Lightning
7076,"Factbox: Democrats pick up net 32 seats in U.S. House, with some races still undecided"
7077,Newly emboldened Democrats want healthcare protected - and Trump impeached: Reuters/Ipsos poll
7078,Democrats warn Trump after Attorney General Sessions forced out
7079,LaDue's first NHL goal helps Kings top Stars
7080,Hutchinson shows no rust as Jets top Lightning
7081,Blackhawks withstand late flurry to beat Predators
7082,Hurricanes rally past Senators in 3rd period
7083,"Hutton, Blues hold off Canadiens"
7084,Ducks halt Bruins' 18-game points streak
7085,Malkin notches hat trick as Penguins beat Sharks
7086,Parise's shootout goal lifts Wild over Blue Jackets
7087,Devils top Sabres to end losing streak at 4
7088,"Sateri sharp in goal, leads Panthers past Islanders"
7089,Activists call for nationwide protests to protect Mueller investigation
7090,Loss of U.S. House leaves Republicans more tied to Trump than ever
7091,Factbox: 'You're fired!': how Trump has dismissed White House staff
7092,Islanders stick Golden Knights with rare home loss
7093,McDonagh's first goals of season lift Rangers past Sharks
7094,Oilers extend hex over Flames with shootout win
7095,Sabres' Lehner posts second consecutive shutout
7096,Ducks stop Jets in shootout to close big homestand
7097,"Back in action, Blue Jackets' Atkinson beats Coyotes"
7098,Kadri’s two early goals lead Maple Leafs past Stars
7099,Hurricanes earn high-scoring win over Habs
7100,"Steen, hot Blues keep Avalanche sliding"
7101,"Bruins edge Senators, push points streak to 18 games"
7102,"Factbox: Republicans gain a net three seats in U.S. Senate, with two races outstanding"
7103,Women candidates 'tired of waiting' make record gains in U.S. Congress
7104,Democrat Evers wrests Wisconsin governorship from Republican Walker: DDHQ
7105,"Malkin, Simon each score twice as Pens rout Wild"
7106,"League-leading Lightning blow past Flyers, 5-1"
7107,Rinne notches fourth shutout as Predators roll
7108,Pearson pushes Kings past Flames in OT
7109,Penalty shot lifts Leafs past Blackhawks in OT
7110,Big first period pushes Ducks past Rangers
7111,Jets need OT to beat Sharks after blowing 3-goal lead
7112,"Vegas routs Columbus, closes in on league lead"
7113,"Eriksson, Boeser score 2 apiece as Canucks clobber Kings"
7114,Sabres rattle Oilers with 4-goal second to cruise 5-0
7115,"Factbox: Women shatter many barriers in Congress, states in U.S. elections"
7116,Factbox: Democratic critics of Trump set to lead U.S. House committees
7117,Pelosi: Democrats won U.S. House on healthcare
7118,"Eriksson, Boeser score 2 apiece as Canucks clobber Kings"
7119,Sabres rattle Oilers with 4-goal second to cruise 5-0
7120,Stars take fight to reeling Panthers in 6-1 rout
7121,Gourde guides Lightning past Predators in OT
7122,Blues ride Hutton shutout past sliding Senators
7123,Flyers stay hot with OT win over Red Wings
7124,"Bruins top Devils, extend points streak to 17 games"
7125,Canadiens stop Avalanche's win streak at 10 games
7126,Dea's first career goal pushes Penguins past Hurricanes
7127,Eichel leads Sabres past Flames in OT
7128,Dead Republican brothel owner wins election in Nevada
7129,Democratic US senator eyes recount in battleground Fla. race
7130,Democrats pick up 28 seats in U.S. House: media/data provider DDHQ
7131,Cousins nets OT winner as Coyotes beat Islanders
7132,Vasilevskiy notches 7th shutout as Lightning top Blackhawks
7133,Wild continue home dominance with win over Sens
7134,Avs top Maple Leafs to run win streak to 10
7135,Mrazek stars in 37-save shutout of Devils
7136,Kings rally past Rangers to end six-game slide
7137,"Hellebuyck, Jets shut out Canucks"
7138,Boedker scores twice as Sharks dump Ducks
7139,Miller helps Golden Knights knock off Hurricanes
7140,Konecny's quick OT goal lifts Flyers past Capitals
7141,Germany: 'Europe United' must be answer to Trump's 'America First'
7142,It would be wrong to expect policy change from Trump after mid-terms: German minister
7143,EU officials hail Trump setback in midterm elections
7144,Coyotes pound Blues 5-2 behind Dvorak's two goals
7145,Wild cruise to 5-2 win over Lightning
7146,"Lindholm nets 2 as Canes top Red Wings, 3-1"
7147,Fiala nets 2 as Preds top Panthers 4-3
7148,Pulock enjoys 5-point night as Islanders blast Blackhawks
7149,Hertl goal helps Sharks edge Penguins
7150,Leafs rally from two down to top Senators 4-3
7151,Jets win in shootout to end Flames' 7-game streak
7152,Avs top Rangers 3-1 to run win streak to nine
7153,Janmark leads Stars in rout of Sabres
7154,Joe Biden leads potential 2020 Democratic field: Reuters/Ipsos poll
7155,"Eyeing conservative U.S. top court, two states pass abortion measures"
7156,Instant view: Investor reaction after Democrats capture U.S. House majority
7157,Flyers strike early in win vs. Devils
7158,Ducks deal Kings sixth straight loss
7159,"Ekblad lifts Panthers over Golden Knights in OT, 4-3"
7160,Pacioretty scores twice as Canadiens edge Capitals
7161,Kings G DeSmith beats Penguins in starting debut
7162,MacKinnon scores twice in Avalanche's 8th win in row
7163,Predators rally for shootout win over Coyotes
7164,Big second period leads Blues past Sens
7165,Flyers edge Leafs in OT after honoring Lindros
7166,Knights conquer Lightning in battle of NHL's best
7167,Florida approves ballot measure restoring felons' voting rights
7168,"A month later, hurricane trips up Florida Panhandle voters"
7169,Republican DeWine wins Ohio governor's race: NBC News
7170,Flyers edge Leafs in OT after honoring Lindros
7171,Knights conquer Lightning in battle of NHL's best
7172,Nash's two goals lead Rangers past Sabres
7173,Hall's OT goal lifts Devils over Capitals
7174,Bergeron's hat trick leads Bruins past Isles
7175,4-goal second period leads Ducks past Penguins
7176,Bruins best Habs in Julien's Boston return
7177,"Dell, Sharks shut down Coyotes in shootout"
7178,Saros makes 43 saves as Predators blank Golden Knights
7179,Spezza's two power-play tallies push Stars past Wings
7180,Russia seen adopting new tactics in U.S. election interference efforts
7181,Reports of voting tech failure in elections 'sparse': U.S. official
7182,Democrat O'Rourke takes on big challenge: turning Texas
7183,"Devils dump Isles, end six-game skid"
7184,Tavares notches OT game-winner for Isles vs. Cabadiens
7185,"Tierney leads Sharks past Kings, 4-1"
7186,Avalanche extend winning streak to seven games
7187,Sutter gives Canucks OT win vs. Wild
7188,"Penguins stay hot, knock off Rangers 5-2"
7189,"Flames stay hot, beat Canes for seventh straight win"
7190,Mrazek shines as Red Wings shut out Blackhawks
7191,Sharks emerge with 6-5 OT win over Coyotes
7192,Kase's three-point night pushes Ducks past Kings
7193,U.S. vice president's visit to Japan being arranged for around Nov. 13: sources
7194,Kremlin declines comment on alleged meddling in U.S. mid-term election
7195,Hacking allegation shows peril of Georgia Republican's twin election roles
7196,Sharks emerge with 6-5 OT win over Coyotes
7197,Kase's three-point night pushes Ducks past Kings
7198,Nurse comes through again for Oilers in OT win
7199,MacKinnon scores winner as Avalanche beat Stars
7200,Sizzling Bruins top Canadiens in shootout
7201,Dumba scores twice as Wild beat Jets
7202,Couturier keeps rolling as Flyers dump Devils
7203,"Malkin stays hot, Penguins handle Red Wings"
7204,"Beauvillier, Barzal lead Isles to 7-2 rout of Rangers"
7205,Beagle scores in final seconds to cap Caps' comeback
7206,"NBC, Fox News, Facebook pull Trump campaign ad linking immigration, crime"
7207,"Facing long Senate odds, Democrats must first secure New Jersey"
7208,"Trump says China wants to make a deal on trade, he wants right deal"
7209,Nurse scores twice as Oilers rally past Coyotes
7210,Kampf scores first NHL goal as Blackhawks edge Jets
7211,Rittich shines in net as Flames win sixth straight
7212,Canucks pull away for win over Blue Jackets
7213,Sabres enter break with 3-1 win over Blue Jackets
7214,"NHL-best Lightning lose game to Flames, Hedman to injury"
7215,"Rask, Hurricanes snap Capitals' home win streak"
7216,"Suter's goal lifts Wild over Blackhawks, 2-1"
7217,Pyatt pulls Senators past Maple Leafs
7218,"Hamilton strikes in OT, Flames top Wild for fourth straight win"
7219,"Trump touts economy, Georgia sees racist calls as U.S. vote nears"
7220,"Obama warns against fear, Trump touts economy on campaign trail"
7221,"Trump on Twitter (Nov 2) - Republican, West Virginia, Jobs"
7222,Lightning hold on for wild win over Hurricanes
7223,Overturned goal preserves Preds' win over Oilers
7224,"Capitals beat reeling Canucks, run home win streak to 10"
7225,Jets cruise past slumping Sabres
7226,Blue Jackets storm back to beat Maple Leafs in OT
7227,Golden Knights cap amazing first half with win over Rangers
7228,"Malkin, Penguins sink Bruins in OT"
7229,Lightning snap Red Wings' streak with 5-2 win
7230,Canadiens score three late to put away Canucks
7231,Blue Jackets hang on for shootout win over Panthers
7232,U.S. judge strikes down California law restricting federal land sales
7233,"Exclusive: Twitter deletes over 10,000 accounts that sought to discourage U.S. voting"
7234,U.S. judge refuses to delay suit against Trump over foreign payments
7235,Canadiens score three late to put away Canucks
7236,Blue Jackets hang on for shootout win over Panthers
7237,Perreault scores twice as Jets cruise past Sharks
7238,Backstrom's breakaway goal lifts Capitals over Blues in OT
7239,Blackhawks slide past Oilers
7240,Nelson comes through in shootout as Isles beat Devils to snap skid
7241,Red-hot Couturier leads Flyers past Sabres
7242,Watson's two goals guide Predators past Kings
7243,Hamilton's last-minute goal lifts Flames past Ducks
7244,"Avalanche bury Wild, 7-2"
7245,"In West Virginia, Manchin faces tightening polls and a persistent Trump"
7246,"Economy glides, but fading 'Trump bump' may cast shadow over 2020 race"
7247,Trump promises immigration crackdown ahead of U.S. elections
7248,"Lundqvist, Rangers stop Coyotes in shootout"
7249,"Leafs erase deficit, top Canucks in shootout"
7250,"Ottawa starts fast, ends strong in 6-3 win vs. Lightning"
7251,Bergeron nets four goals as Bruins rout Hurricanes
7252,"Top line leads Stars over Oilers, 5-1"
7253,Balanced attack leads Flyers to 6-3 win over Blues
7254,Duchene's OT goal caps Senators' rally over Sharks
7255,Jets cruise past Sabres
7256,"Golden Knights remain hot, defeat Blackhawks"
7257,Red Wings knock off Panthers
7258,"TV titans Trump, Oprah go head to head on U.S. campaign trail"
7259,"U.S. voters to decide $76 billion of bonds, taxation limits"
7260,Oprah backs Stacey Abrams in historic Georgia governor's race
7261,Blues snap Golden Knights' win streak 2-1 on Stastny's goal
7262,Avs shutout Blue Jackets for 4th straight win
7263,Oilers trip Ducks in shootout
7264,Flames ride four-goal 2nd to win over Kings
7265,Coyotes' Fischer nets OT winner against Predators
7266,Second-period surge carries Stars past Devils
7267,Leafs slip past Sharks in shootout
7268,Niederreiter's hat trick lifts Wild past Sabres
7269,Penguins' struggles continue in shutout loss to Hurricanes
7270,Provorov scores twice as Flyers top Isles
7271,Leadership upheaval in House awaits Trump after election
7272,Explainer: Democratic win of House would put Trump under microscope
7273,Democrats up in hard-fought Florida; Republicans close gap in Arizona
7274,Blackhawks look Sharp in win over Rangers
7275,"Athanasiou, Wings make quick work of Senators in OT"
7276,Blues continue dominance of Devils with shootout win
7277,Surging Ducks shut out Canucks
7278,Knights blank Predators for 8th consecutive win
7279,Kings' power play overpowers Oilers
7280,Johnson's late OT heroics lead Avalanche to 3-2 win over Jets
7281,Bjorkstrand's two goals lift Jackets past Stars
7282,Wild pound Panthers 5-1
7283,"Ovechkin, Capitals slip past Hurricanes in OT"
7284,"Jane Fonda, Amy Schumer among stars to appear on U.S. voter telethon"
7285,"Once a refugee, Somali-American appears headed to U.S. Congress"
7286,"U.S. House within Democrats' grasp, Senate a long shot"
7287,Wild pound Panthers 5-1
7288,"Ovechkin, Capitals slip past Hurricanes in OT"
7289,Vasilevskiy posts NHL-best sixth shutout as Lightning blank Leafs
7290,"Meier, Sharks pull away from Canadiens"
7291,Penguins catch fire in second period in romp over Flyers
7292,Bruins stay red-hot with 5-1 rout of Islanders
7293,Miller leads Rangers to OT win in Winter Classic
7294,Landeskog scores twice as Avs' cruise by Islanders 6-1
7295,"Flames force OT, beat Blackhawks"
7296,"Pitlick, Stars rout Sharks"
7297,Trump targets U.S. birthright citizenship as elections loom
7298,Land O'Lakes ends support for U.S. Rep. King after furor over views
7299,Leading U.S. House Republican sees no future for capital formation bill
7300,Golden Knights win seventh straight
7301,Retooled line leads Ducks past Coyotes
7302,Preview: Jets at Oilers
7303,Preview: Lightning at Blue Jackets
7304,Preview: Islanders at Avalanche
7305,Preview: Coyotes at Ducks
7306,Preview: Blackhawks at Flames
7307,Preview: Sharks at Stars
7308,Highlights of Saturday's NHL games
7309,Doughty lifts Kings by Canucks
7310,Factbox: Democrats gain steam in analyst forecasts for U.S. House races
7311,U.S. top court wary of limiting company power to arbitrate disputes
7312,Congressional Democrats seek more action on U.S. domestic extremists
7313,Upshall's goal lifts Blues past Hurricanes
7314,"Predators blank Wild, take first in Central"
7315,Bruins mop up against Senators
7316,"Capitals dominate Devils, vault to top of Metropolitan"
7317,Reimer blanks Canadiens; Panthers win fifth straight
7318,Preview: Devils at Capitals
7319,Preview: Bruins at Senators
7320,Preview: Canadiens at Panthers
7321,Preview: Wild at Predators
7322,Preview: Hurricanes at Blues
7323,Coal union boosts giving to Democrats as hopes dim for industry revival
7324,Would-be Democratic investigators have crossed swords with Trump
7325,"State of Play: With congressional election near, Republicans' talk turns Trumpian"
7326,Preview: Wild at Predators
7327,Preview: Hurricanes at Blues
7328,Preview: Kings at Canucks
7329,Highlights of Friday's NHL games
7330,Rakell gets decisive goal in Ducks' win over Flames
7331,Compher's OT goal lifts Avalanche past Leafs
7332,"Radulov, Bishop lead Stars past Blues"
7333,Glass ceiling: 32-year-old rookie leads Blackhawks past Oilers
7334,Jets dispatch Islanders to continue home run
7335,Granlund's hat trick leads Wild past Predators
7336,Chinese defense minister to visit Washington next week: Mattis
7337,"From tweets to bombs, suspect's rage at Trump foes escalated"
7338,"Trump on Twitter (October 26): CNN, Twitter, Packages"
7339,Blue Jackets seeking answers after collapse vs. Senators
7340,Red Wings break out of three-game skid
7341,"Eichel scores twice, Sabres snap Devils' 5-game streak"
7342,Flyers surprise high-powered Lightning
7343,Calgary Flames - PlayerWatch
7344,Chicago Blackhawks - PlayerWatch
7345,Philadelphia Flyers - PlayerWatch
7346,Tampa Bay Lightning - PlayerWatch
7347,Toronto Maple Leafs - PlayerWatch
7348,Preview: Flyers at Lightning
7349,Trump to go on eight-state blitz ahead of Election Day
7350,"Package bomb suspect faces up to 48 years in prison, Justice Department says"
7351,Possibility of other suspects not ruled out in package probe: U.S. official
7352,Preview: Maple Leafs at Avalanche
7353,Preview: Islanders at Jets
7354,Preview: Rangers at Red Wings
7355,Preview: Blues at Stars
7356,Preview: Predators at Wild
7357,Preview: Blue Jackets at Senators
7358,Preview: Flames at Ducks
7359,Preview: Blackhawks at Oilers
7360,Preview: Sabres at Devils
7361,Highlights of Thursday's NHL games
7362,Man arrested in Florida is principal suspect in packages case: official
7363,U.S. authorities arrest man in connection with suspected bombs: CNN
7364,Former U.S. intel chief Clapper: packages are domestic terrorism
7365,Sharks rally for shootout win vs. Flames
7366,"Canucks get 12 points from one line, rout Blackhawks"
7367,Knights earn expansion-record 6th win in row
7368,Matthews right at home as Leafs overwhelm Coyotes
7369,Ovechkin leads Caps over Bruins in shootout
7370,Panthers hold off Flyers for 4th straight win
7371,Red-hot Lightning burn Habs
7372,Arizona Coyotes - PlayerWatch
7373,Boston Bruins - PlayerWatch
7374,Washington Capitals - PlayerWatch
7375,Suspicious package found addressed to Senator Booker: reports
7376,Special Report: How Republicans are using immigration to scare voters to the polls
7377,Trump weighing plan to ban entry of migrants at southern border: Washington Post
7378,Montreal Canadiens - PlayerWatch
7379,Preview: Blackhawks at Canucks
7380,Preview: Canadiens at Lightning
7381,Preview: Bruins at Capitals
7382,Preview: Flyers at Panthers
7383,Preview: Maple Leafs at Coyotes
7384,Preview: Flames at Sharks
7385,Preview: Golden Knights at Kings
7386,Jets' win costly over Oilers with Scheifele's injury
7387,Highlights of Wednesday's NHL games
7388,Worried about Trump iPhone eavesdroppers? China recommends a Huawei
7389,Trump blames news media as two more suspicious packages are discovered
7390,Trump enacts anti-opioid abuse package in rare bipartisan step
7391,Rinne backbones Predators victory over Blues
7392,"Pavelec, Rangers blank Capitals in shootout"
7393,"Bailey, Barzal rally Islanders past Sabres"
7394,Bruins earn convincing win over Senators
7395,Hischier scores twice in Devils' win over Wings
7396,NHL: National Hockey League roundup
7397,NHL: Maple Leafs' goaltending great Bower dies at 93
7398,Preview: Predators at Blues
7399,Preview: Red Wings at Devils
7400,Preview: Oilers at Jets
7401,Ex-N.Y. state Senate leader gets prison in federal corruption case
7402,"Democrats Schumer, Pelosi say Trump has condoned violence"
7403,"As Trump rails against Fed, Powell takes to Capitol Hill"
7404,Preview: Red Wings at Devils
7405,Preview: Oilers at Jets
7406,Preview: Senators at Bruins
7407,Preview: Stars at Wild
7408,Preview: Coyotes at Avalanche
7409,Preview: Sabres at Islanders
7410,Preview: Capitals at Rangers
7411,Highlights of Saturday's NHL games
7412,Blues end losing streak with win over Canucks
7413,"Sharks, Jones shut out Kings"
7414,"Trump on Twitter (October 23): Tax Cuts, Puerto Rico, Tariffs"
7415,It's all relative: Family blasts Republican running for Nevada governor
7416,"Congress postpones questioning U.S. Justice official on Trump, Russia probe"
7417,Avalanche top Coyotes in game marred by fights
7418,"Stars survive OT penalties, beat Predators in shootout"
7419,Devils top Blackhawks for fourth straight win
7420,"Reimer, Panthers shut out Senators 1-0"
7421,Blue Jackets top Flyers in shootout
7422,"Matthews delivers in return, lifts Leafs past Rangers"
7423,Late strikes propel Lightning past Wild
7424,Oilers top Canadiens for fourth straight victory
7425,Faulk scores twice as Hurricanes sink Sabres
7426,Hot Bruins defeat Red Wings
7427,No decision yet on new sanctions on Russia: White House official
7428,Bolton tells Kremlin: 'Don't mess with U.S. elections'
7429,Bolton tells Kremlin: 'Don't mess with U.S. elections'
7430,Buffalo Sabres - PlayerWatch
7431,Arizona Coyotes - PlayerWatch
7432,Montreal Canadiens - PlayerWatch
7433,Minnesota Wild - PlayerWatch
7434,Preview: Jets at Islanders
7435,Preview: Senators at Panthers
7436,Preview: Canadiens at Oilers
7437,Preview: Blues at Canucks
7438,Preview: Red Wings at Bruins
7439,Preview: Blackhawks at Devils
7440,Trump says transgender policy seeks to 'protect the country'
7441,Trump lawyer: Manafort said nothing damaging in Mueller interviews
7442,Trump's missile treaty pullout could escalate tension with China
7443,Preview: Red Wings at Bruins
7444,Preview: Blackhawks at Devils
7445,Preview: Sabres at Hurricanes
7446,Preview: Kings at Sharks
7447,Preview: Predators at Stars
7448,Preview: Maple Leafs at Rangers
7449,Highlights of Friday's NHL games
7450,Froese leads Canadiens to win over Flames
7451,Coyotes come from behind to top Capitals in OT
7452,Sabres beat Flyers to snap losing streak
7453,CIA chief to Turkey as officials seek to clarify prince's role in Khashoggi death
7454,Trump says he believes Khashoggi's death was 'a plot gone awry': USA Today
7455,CIA director Haspel travels to Turkey for Khashoggi case: source
7456,Brickley's goal gives Panthers win over Wild
7457,New York Islanders - PlayerWatch
7458,Boston Bruins - PlayerWatch
7459,Winnipeg Jets - PlayerWatch
7460,Preview: Capitals at Coyotes
7461,Preview: Canadiens at Flames
7462,Preview: Wild at Panthers
7463,Preview: Flyers at Sabres
7464,Highlights of Thursday's NHL games
7465,"Brown lifts Kings in OT to cap 1,000th game"
7466,"Trump says U.S. to exit landmark nuclear arms pact, Russia threatens retaliation"
7467,Trump unsatisfied with Saudi Arabia's explanations over journalist
7468,Bolton denies U.S. trying to blackmail Russia over INF treaty: RIA
7469,Improving Oilers rally to defeat Blues
7470,"Point gets shootout winner, Lightning edge Senators"
7471,"Birthday boy McAvoy, Bruins top Jets in shootout"
7472,Lindholm's hat trick propels Ducks to OT win
7473,"Hurricanes score early, often in win over Predators"
7474,"Boyle delivers twice, Devils KO Rangers in shootout"
7475,St. Louis Blues - PlayerWatch
7476,Preview: Hurricanes at Predators
7477,Preview: Blues at Oilers
7478,Preview: Avalanche at Kings
7479,Moscow wants U.S. to explain planned exit from arms treaty: RIA
7480,France's Macron told Trump that nuclear pact is key to Europe's security
7481,"Trump on Twitter (Oct 21): Jobs Numbers, Andrew Gillum, Facebook"
7482,Preview: Blues at Oilers
7483,Preview: Avalanche at Kings
7484,Preview: Ducks at Islanders
7485,Preview: Senators at Lightning
7486,Preview: Canucks at Sharks
7487,Preview: Rangers at Devils
7488,Preview: Jets at Bruins
7489,Preview: Blackhawks at Stars
7490,Highlights of Wednesday's NHL games
7491,Hamilton's third-period goal lifts Flames over Blues
7492,Bolton readies Moscow visit amid U.S. concerns about missile treaty
7493,Trump says team working on tax cut for middle-income earners
7494,Trump would prefer to pick a woman for U.N. envoy
7495,Detroit Red Wings - PlayerWatch
7496,Toronto Maple Leafs - PlayerWatch
7497,Preview: Red Wings at Flyers
7498,Preview: Blues at Flames
7499,Highlights of Tuesday's NHL games
7500,Deslauriers helps Habs outgun Canucks
7501,"Panthers rally late, KO Coyotes"
7502,Burakovsky's OT goal gives Caps victory over Stars
7503,Late goals push Jets past Predators
7504,Bruins shut out skidding Sabres
7505,"U.S. says Russia, China, Iran seek to disrupt elections"
7506,Judge drops some charges against ex-Trump campaign aide Manafort
7507,"Trump on Twitter (October 19): Mike Pompeo, Texas"
7508,Wild storms back to sink Senators
7509,Red Wings beat homeward-bound Isles
7510,"Carey, Lundqvist carry Rangers past Ducks"
7511,National Hockey League roundup
7512,Maple Leafs celebrate 100th anniversary by routing Hurricanes
7513,Leafs celebrate 100th anniversary with rout of Canes
7514,Boston Bruins - PlayerWatch
7515,New York Rangers - PlayerWatch
7516,Preview: Capitals at Stars
7517,Preview: Red Wings at Islanders
7518,Two top Trump aides tangle outside Oval Office over immigration
7519,Ex-FBI agent charged with leaking sentenced to 48 months
7520,Thousands in U.S. South may not be able to cast ballots in early voting
7521,Preview: Capitals at Stars
7522,Preview: Red Wings at Islanders
7523,Preview: Bruins at Sabres
7524,Preview: Wild at Senators
7525,Preview: Ducks at Rangers
7526,Preview: Jets at Predators
7527,Preview: Panthers at Coyotes
7528,Preview: Canadiens at Canucks
7529,Preview: Hurricanes at Maple Leafs
7530,Oilers hit milestone in win over Sharks
7531,Democrat O'Rourke winning the Hispanic vote in Texas - but it's not enough
7532,"As tensions mount, Mattis seeks more resilient U.S. ties with China's military"
7533,How Democrats hope to obtain Trump's tax returns
7534,Bruins' youth too much for lifeless Blue Jackets
7535,"Noesen, Wood lead Devils over Ducks"
7536,Kings finish rough trip with win over Flyers
7537,Preview: Sharks at Oilers
7538,Preview: Ducks at Devils
7539,Preview: Kings at Flyers
7540,Preview: Blue Jackets at Bruins
7541,Giordano fuels Flames' outburst vs. Canucks
7542,Kane scores twice as Blackhawks subdue Wild
7543,Jets return favor with shutout of Blues
7544,Trump touts push to rescind government regulations
7545,"O'Rourke gets tough in U.S. Senate battle in Texas, but is it too late?"
